Event	Start	End	Code cours
357-07	21-10-2021 08:00:00	21-10-2021 10:30:00	MECA0201-A-a
358-07	21-10-2021 15:45:00	21-10-2021 17:45:00	LANG0076-C-a
3751-07	21-10-2021 11:00:00	21-10-2021 12:30:00	LANG0921-A-b
3754-07	21-10-2021 13:00:00	21-10-2021 16:00:00	LANG3991-A-b
3784-07	21-10-2021 09:00:00	21-10-2021 10:30:00	LANG3997-A-a
3809-07	21-10-2021 09:00:00	21-10-2021 10:30:00	LANG3995-A-a
3879-07	21-10-2021 13:15:00	21-10-2021 15:15:00	LANG0039-A-b
3883-07	21-10-2021 10:30:00	21-10-2021 12:30:00	LANG0038-B-a
3950-07	21-10-2021 13:00:00	21-10-2021 16:00:00	PSYC1076-A-b
3953-07	21-10-2021 10:30:00	21-10-2021 12:30:00	PSYC1032-A-a
402-07	21-10-2021 14:00:00	21-10-2021 17:00:00	PEAV0044-A-a
4072-07	21-10-2021 12:30:00	21-10-2021 14:00:00	LANG0920-A-b
4073-07	21-10-2021 12:30:00	21-10-2021 14:00:00	LANG0920-A-b
4075-07	21-10-2021 13:00:00	21-10-2021 16:00:00	LANG0001-A-b
4135-07	21-10-2021 13:00:00	21-10-2021 15:00:00	LANG0914-A-a
4139-07	21-10-2021 09:00:00	21-10-2021 12:00:00	LANG0003-A-b
422-07	21-10-2021 18:00:00	21-10-2021 20:00:00	STAT0002-A-b
4234-07	21-10-2021 09:00:00	21-10-2021 10:30:00	LANG3995-A-a
4249-07	21-10-2021 15:30:00	21-10-2021 17:30:00	LANG8031-A-a
4257-07	21-10-2021 14:30:00	21-10-2021 16:00:00	LANG0921-A-b
4291-07	21-10-2021 12:00:00	21-10-2021 15:15:00	LANG2916-A-a
430-07	21-10-2021 13:30:00	21-10-2021 15:30:00	MATH0080-A-a
4369-07	21-10-2021 14:00:00	21-10-2021 16:00:00	SPAT0008-A-a
4386-07	21-10-2021 13:15:00	21-10-2021 15:15:00	LANG0039-A-b
4390-07	21-10-2021 10:30:00	21-10-2021 12:30:00	LANG0038-B-a
4392-07	21-10-2021 10:30:00	21-10-2021 12:30:00	LANG0077-E-a
4396-07	21-10-2021 08:30:00	21-10-2021 10:30:00	RESP0120-A-f
4492-07	21-10-2021 09:00:00	21-10-2021 12:30:00	GBIO0012-A-b
4582-07	21-10-2021 14:00:00	21-10-2021 17:00:00	LANG0001-A-b
4585-07	21-10-2021 13:30:00	21-10-2021 15:30:00	LANG2001-A-a
4645-07	21-10-2021 09:00:00	21-10-2021 12:00:00	LANG0003-A-b
4658-07	21-10-2021 16:00:00	21-10-2021 17:30:00	LANG9912-A-a
4667-07	21-10-2021 13:30:00	21-10-2021 18:00:00	EDPH0704-A-a
4734-07	21-10-2021 10:30:00	21-10-2021 12:00:00	EDPH0650-A-b
4768-07	21-10-2021 10:00:00	21-10-2021 13:00:00	LANG8033-A-a
4775-07	21-10-2021 09:30:00	21-10-2021 11:00:00	LANG0842-A-b
4778-07	21-10-2021 09:00:00	21-10-2021 12:00:00	LANG3991-A-b
4843-07	21-10-2021 13:30:00	21-10-2021 15:30:00	LANG0051-B-a
4847-07	21-10-2021 13:30:00	21-10-2021 15:30:00	LANG0051-B-a
4855-07	21-10-2021 15:15:00	21-10-2021 17:15:00	LANG9907-A-a
4871-07	21-10-2021 13:00:00	21-10-2021 16:00:00	GEST7075-A-a
4893-07	21-10-2021 17:00:00	21-10-2021 19:00:00	SANT4009-A-a
4911-07	21-10-2021 11:00:00	21-10-2021 13:00:00	CHIM0729-A-a
493-07	21-10-2021 08:00:00	21-10-2021 10:00:00	HIST0017-C-a
494-07	21-10-2021 08:00:00	21-10-2021 10:00:00	PHIL0006-A-c
4948-07	21-10-2021 09:00:00	21-10-2021 12:00:00	MECA0029-A-a
4952-07	21-10-2021 13:45:00	21-10-2021 17:45:00	MECA0127-A-a
4960-07	21-10-2021 08:45:00	21-10-2021 12:00:00	MECA0527-A-a
4972-07	21-10-2021 13:00:00	21-10-2021 15:00:00	PSYC0001-A-a
4979-07	21-10-2021 13:45:00	21-10-2021 17:45:00	AERO0024-A-a
4981-07	21-10-2021 09:00:00	21-10-2021 13:00:00	AERO0032-A-a
5000-07	21-10-2021 13:30:00	21-10-2021 17:30:00	APRI0003-A-b
5018-07	21-10-2021 15:30:00	21-10-2021 17:00:00	LOCO0005-A-a
5020-07	21-10-2021 15:30:00	21-10-2021 17:00:00	LOCO0005-A-a
5032-07	21-10-2021 10:30:00	21-10-2021 12:30:00	MATH0006-B-b
5033-07	21-10-2021 10:30:00	21-10-2021 12:30:00	MATH0006-B-b
5086-07	21-10-2021 08:15:00	21-10-2021 09:45:00	LANG9903-A-a
5192-07	21-10-2021 13:15:00	21-10-2021 15:15:00	LANG9907-A-a
5211-07	21-10-2021 13:30:00	21-10-2021 15:30:00	CHIM0710-A-a
5241-07	21-10-2021 10:30:00	21-10-2021 12:30:00	LOCO0005-A-a
5266-07	21-10-2021 08:30:00	21-10-2021 12:30:00	ARCH0079-A-a
5271-07	21-10-2021 13:45:00	21-10-2021 17:45:00	GEOL0020-A-g
5290-07	21-10-2021 13:45:00	21-10-2021 17:45:00	INFO2051-A-a
5293-07	21-10-2021 13:45:00	21-10-2021 17:45:00	INFO2058-A-a
537-07	21-10-2021 18:00:00	21-10-2021 21:00:00	FINA0025-B-a
539-07	21-10-2021 12:00:00	21-10-2021 13:00:00	REME0003-A-a
5404-07	21-10-2021 13:00:00	21-10-2021 17:00:00	HULG0457-A-a
5456-07	21-10-2021 13:45:00	21-10-2021 17:45:00	MECA0058-A-a
5460-07	21-10-2021 13:45:00	21-10-2021 17:45:00	MECA0155-A-b
5463-07	21-10-2021 08:30:00	21-10-2021 16:00:00	BIOC0520-A-a
5521-07	21-10-2021 08:00:00	21-10-2021 10:00:00	PHYS2020-B-a
5525-07	21-10-2021 17:00:00	21-10-2021 18:30:00	LOCO0005-A-a
5526-07	21-10-2021 14:00:00	21-10-2021 15:30:00	LOCO0005-A-a
5539-07	21-10-2021 10:30:00	21-10-2021 12:30:00	MATH0006-B-b
5549-07	21-10-2021 13:45:00	21-10-2021 17:45:00	UEEN0003-A-a
5572-07	21-10-2021 12:00:00	21-10-2021 13:30:00	LOCO0005-C-a
5607-07	21-10-2021 14:00:00	21-10-2021 18:00:00	ARCH0115-A-a
5613-07	21-10-2021 09:00:00	21-10-2021 12:30:00	ARCH2018-A-a
5619-07	21-10-2021 13:45:00	21-10-2021 17:45:00	GEOL1052-A-a
5663-07	21-10-2021 08:30:00	21-10-2021 12:30:00	CHIM9315-A-b
5734-07	21-10-2021 13:15:00	21-10-2021 15:15:00	CHIM9283-A-a
5764-07	21-10-2021 14:15:00	21-10-2021 16:15:00	TRAD0155-B-a
5769-07	21-10-2021 10:00:00	21-10-2021 12:00:00	TRAD0127-A-b
580-07	21-10-2021 13:30:00	21-10-2021 15:30:00	CHIM9263-A-a
5855-07	21-10-2021 13:00:00	21-10-2021 15:00:00	LANG0051-B-a
5875-07	21-10-2021 13:15:00	21-10-2021 15:15:00	LANG9906-A-a
5885-07	21-10-2021 09:00:00	21-10-2021 12:00:00	GEST7021-A-a
5904-07	21-10-2021 08:30:00	21-10-2021 12:30:00	GCIV0185-A-d
591-07	21-10-2021 15:45:00	21-10-2021 17:45:00	STAT0002-A-b
5951-07	21-10-2021 16:00:00	21-10-2021 18:00:00	LANG0086-A-c
5974-07	21-10-2021 17:00:00	21-10-2021 18:30:00	LOCO0005-A-a
5987-07	21-10-2021 13:30:00	21-10-2021 15:30:00	SYST0017-A-a
5988-07	21-10-2021 10:30:00	21-10-2021 12:30:00	MATH0006-B-b
5990-07	21-10-2021 15:30:00	21-10-2021 18:30:00	PSYC1037-A-a
599-07	21-10-2021 11:00:00	21-10-2021 12:30:00	MATH0248-A-a
6019-07	21-10-2021 10:30:00	21-10-2021 12:00:00	LOCO0005-C-a
6026-07	21-10-2021 08:30:00	21-10-2021 10:30:00	LOCO0005-A-a
6055-07	21-10-2021 08:30:00	21-10-2021 12:30:00	GEOG0053-B-a
6057-07	21-10-2021 09:00:00	21-10-2021 12:30:00	ARCH0115-A-a
6061-07	21-10-2021 13:00:00	21-10-2021 18:00:00	ARCH2319-B-a
6067-07	21-10-2021 13:45:00	21-10-2021 17:45:00	GEOL1043-A-a
6075-07	21-10-2021 13:45:00	21-10-2021 17:45:00	ARCH3262-A-a
6083-07	21-10-2021 08:30:00	21-10-2021 12:30:00	INFO8006-A-a
6146-07	21-10-2021 13:30:00	21-10-2021 16:30:00	HULG9570-A-a
617-07	21-10-2021 13:30:00	21-10-2021 15:30:00	STER0003-B-b
6244-07	21-10-2021 16:00:00	21-10-2021 18:00:00	VETE2064-A-a
6281-07	21-10-2021 14:00:00	21-10-2021 16:00:00	TRAD0207-B-a
6319-07	21-10-2021 11:00:00	21-10-2021 13:00:00	TRAD0209-A-a
6383-07	21-10-2021 15:15:00	21-10-2021 17:15:00	LANG9906-A-a
6399-07	21-10-2021 17:15:00	21-10-2021 19:15:00	LANG3003-A-a
6447-07	21-10-2021 08:30:00	21-10-2021 12:30:00	GCIV0642-A-a
6472-07	21-10-2021 13:45:00	21-10-2021 17:45:00	GCIV2036-A-b
6473-07	21-10-2021 13:30:00	21-10-2021 17:30:00	GCIV2042-A-b
6479-07	21-10-2021 14:00:00	21-10-2021 15:30:00	LOCO0005-A-a
6490-07	21-10-2021 08:30:00	21-10-2021 12:30:00	UEEN0002-A-a
6496-07	21-10-2021 10:30:00	21-10-2021 12:30:00	MATH0006-B-b
6526-07	21-10-2021 09:00:00	21-10-2021 10:30:00	LOCO0005-C-a
663-07	21-10-2021 08:00:00	21-10-2021 10:00:00	HIST0029-A-a
6657-07	21-10-2021 13:00:00	21-10-2021 15:00:00	MATH0055-A-b
666-07	21-10-2021 10:30:00	21-10-2021 17:30:00	ARCH1110-A-a
669-07	21-10-2021 08:15:00	21-10-2021 12:30:00	ARCH2216-A-a
6758-07	21-10-2021 08:30:00	21-10-2021 12:30:00	ELEN0446-A-a
6765-07	21-10-2021 13:30:00	21-10-2021 15:30:00	VETE0501-A-a
6768-07	21-10-2021 08:30:00	21-10-2021 10:00:00	CRIS0203-A-a
679-07	21-10-2021 15:00:00	21-10-2021 17:00:00	PHIL0011-A-a
6794-07	21-10-2021 14:15:00	21-10-2021 16:15:00	TRAD0125-A-b
68-07	21-10-2021 08:15:00	21-10-2021 10:15:00	LANG0038-B-a
681-07	21-10-2021 10:00:00	21-10-2021 12:00:00	ASIE0022-A-a
682-07	21-10-2021 10:00:00	21-10-2021 12:00:00	HAAR0127-A-a
6828-07	21-10-2021 13:30:00	21-10-2021 18:00:00	PSYC0093-A-a
683-07	21-10-2021 10:00:00	21-10-2021 11:30:00	TRAD0008-A-a
686-07	21-10-2021 11:00:00	21-10-2021 13:00:00	THEA0015-A-a
6862-07	21-10-2021 08:00:00	21-10-2021 10:00:00	LANG0924-A-a
6886-07	21-10-2021 08:00:00	21-10-2021 11:00:00	FINA0067-A-a
6889-07	21-10-2021 14:00:00	21-10-2021 17:00:00	LOGO0008-A-a
6895-07	21-10-2021 08:30:00	21-10-2021 10:30:00	COMU0430-A-b
693-07	21-10-2021 11:00:00	21-10-2021 13:00:00	LGER0091-A-a
694-07	21-10-2021 12:00:00	21-10-2021 13:00:00	PHIL0013-A-a
695-07	21-10-2021 12:00:00	21-10-2021 14:00:00	LGER0117-A-a
6974-07	21-10-2021 08:45:00	21-10-2021 09:45:00	TRAD0155-A-a
698-07	21-10-2021 13:00:00	21-10-2021 16:00:00	PHIL0182-B-a
6984-07	21-10-2021 12:00:00	21-10-2021 14:00:00	TRAD0206-B-a
699-07	21-10-2021 14:00:00	21-10-2021 15:30:00	LLOR0096-A-a
700-07	21-10-2021 14:00:00	21-10-2021 16:00:00	LROM0001-A-a
701-07	21-10-2021 14:00:00	21-10-2021 16:00:00	HIST0014-A-a
703-07	21-10-2021 16:00:00	21-10-2021 19:00:00	PHIL0182-A-a
706-07	21-10-2021 09:00:00	21-10-2021 12:00:00	GEST1076-A-a
7078-07	21-10-2021 08:15:00	21-10-2021 10:15:00	PHYS0972-A-a
7196-07	21-10-2021 13:30:00	21-10-2021 15:30:00	PHYS3003-A-a
724-07	21-10-2021 15:00:00	21-10-2021 17:00:00	GERI1001-A-a
7283-07	21-10-2021 18:00:00	21-10-2021 20:00:00	AESS0143-A-a
7347-07	21-10-2021 10:45:00	21-10-2021 12:45:00	PHYS0930-A-a
7355-07	21-10-2021 08:30:00	21-10-2021 10:30:00	BIOL0006-A-b
7406-07	21-10-2021 08:30:00	21-10-2021 10:30:00	BIOL0006-A-b
7515-07	21-10-2021 10:00:00	21-10-2021 12:00:00	LANG1912-A-a
7530-07	21-10-2021 15:45:00	21-10-2021 17:15:00	PHYS3004-A-a
7598-07	21-10-2021 08:30:00	21-10-2021 10:30:00	BIOL0006-A-b
7738-07	21-10-2021 11:00:00	21-10-2021 13:00:00	DROI2311-A-a
7753-07	21-10-2021 13:30:00	21-10-2021 16:30:00	GENE0201-A-b
7757-07	21-10-2021 10:30:00	21-10-2021 12:30:00	PHYS0986-A-a
8007-07	21-10-2021 13:00:00	21-10-2021 16:00:00	FINA0086-A-a
8102-07	21-10-2021 08:00:00	21-10-2021 12:00:00	MTFE0004-A-a
8156-07	21-10-2021 10:30:00	21-10-2021 12:30:00	VETE2114-A-a
8296-07	21-10-2021 10:30:00	21-10-2021 12:30:00	PHYS1985-A-a
8322-07	21-10-2021 08:30:00	21-10-2021 10:30:00	VETE2105-A-a
834-07	21-10-2021 14:00:00	21-10-2021 17:00:00	GEST3047-A-a
853-07	21-10-2021 08:30:00	21-10-2021 11:30:00	FINA9002-A-a
855-07	21-10-2021 12:30:00	21-10-2021 13:30:00	PHYS0956-B-b
8609-07	21-10-2021 13:30:00	21-10-2021 15:30:00	VETE0432-A-d
8846-07	21-10-2021 08:30:00	21-10-2021 10:30:00	GENE0448-A-a
8981-07	21-10-2021 13:30:00	21-10-2021 17:30:00	MTFE0004-B-a
8994-07	21-10-2021 09:00:00	21-10-2021 12:30:00	OCEA0229-B-a
9003-07	21-10-2021 10:00:00	21-10-2021 11:30:00	OCEA0081-A-a
9021-07	21-10-2021 11:00:00	21-10-2021 13:00:00	PALE0209-A-a
904-07	21-10-2021 09:00:00	21-10-2021 11:00:00	LROM0006-A-b
9072-07	21-10-2021 15:15:00	21-10-2021 17:15:00	DROI1297-B-a
9077-07	21-10-2021 13:30:00	21-10-2021 15:30:00	GENE0431-A-a
9087-07	21-10-2021 14:00:00	21-10-2021 16:00:00	BIOL2036-A-a
914-07	21-10-2021 13:30:00	21-10-2021 17:30:00	ARCH3329-A-b
9173-07	21-10-2021 18:00:00	21-10-2021 20:00:00	ISLV0308-A-a
919-07	21-10-2021 09:00:00	21-10-2021 11:00:00	LROM0133-A-a
920-07	21-10-2021 10:00:00	21-10-2021 12:00:00	LROM0199-A-a
928-07	21-10-2021 11:00:00	21-10-2021 13:00:00	ASIE0024-A-a
929-07	21-10-2021 11:00:00	21-10-2021 13:00:00	LROM0135-A-a
933-07	21-10-2021 14:00:00	21-10-2021 17:00:00	CINE0040-A-a
9342-07	21-10-2021 13:00:00	21-10-2021 15:00:00	METO1005-A-a
937-07	21-10-2021 14:00:00	21-10-2021 17:00:00	COMU0036-A-a
938-07	21-10-2021 14:00:00	21-10-2021 17:00:00	HAAR0138-A-a
939-07	21-10-2021 14:00:00	21-10-2021 16:00:00	LROM0060-A-a
941-07	21-10-2021 14:00:00	21-10-2021 16:00:00	PHIL0015-A-a
944-07	21-10-2021 15:00:00	21-10-2021 16:00:00	LCLA0071-A-a
945-07	21-10-2021 16:00:00	21-10-2021 18:00:00	HIST0015-C-a
946-07	21-10-2021 17:00:00	21-10-2021 19:00:00	CINE0033-A-a
9461-07	21-10-2021 13:00:00	21-10-2021 15:00:00	OCEA0084-A-a
9469-07	21-10-2021 15:15:00	21-10-2021 17:15:00	OCEA0082-B-a
9471-07	21-10-2021 13:00:00	21-10-2021 16:00:00	GEOG0242-A-b
9479-07	21-10-2021 09:00:00	21-10-2021 12:00:00	CLIM0017-C-a
955-07	21-10-2021 15:00:00	21-10-2021 17:00:00	THEA0006-A-a
9612-07	21-10-2021 11:00:00	21-10-2021 13:00:00	HAAR0080-A-a
980-07	21-10-2021 15:45:00	21-10-2021 17:45:00	LANG6002-A-a
986-07	21-10-2021 14:00:00	21-10-2021 16:00:00	LOGI0001-B-a
994-07	21-10-2021 10:30:00	21-10-2021 12:30:00	SPOL0966-A-a
