Event	Start	End	Code cours
4661-07	20-10-2021 10:00:00	20-10-2021 13:00:00	LANG6006-A-a
472-07	20-10-2021 09:00:00	20-10-2021 11:00:00	MEDC0010-A-b
473-07	20-10-2021 09:00:00	20-10-2021 11:00:00	HIST0010-A-c
474-07	20-10-2021 10:00:00	20-10-2021 12:00:00	LLOR0096-A-a
4744-07	20-10-2021 11:00:00	20-10-2021 13:00:00	LANG0031-C-a
476-07	20-10-2021 09:00:00	20-10-2021 11:00:00	LLOR0037-A-a
477-07	20-10-2021 11:00:00	20-10-2021 13:00:00	GERM0009-A-a
4779-07	20-10-2021 09:00:00	20-10-2021 12:00:00	LANG3991-A-b
478-07	20-10-2021 11:00:00	20-10-2021 12:00:00	LGER0007-A-c
480-07	20-10-2021 12:00:00	20-10-2021 14:00:00	LROM0014-A-a
4802-07	20-10-2021 10:30:00	20-10-2021 12:30:00	LANG0030-B-a
4826-07	20-10-2021 16:00:00	20-10-2021 18:00:00	SYST0002-A-b
483-07	20-10-2021 18:15:00	20-10-2021 20:00:00	LITT0004-A-a
4910-07	20-10-2021 14:00:00	20-10-2021 16:00:00	CHIM0726-A-a
4912-07	20-10-2021 13:45:00	20-10-2021 17:45:00	ECON0107-B-a
4929-07	20-10-2021 08:30:00	20-10-2021 10:00:00	AESS0326-A-a
4930-07	20-10-2021 09:00:00	20-10-2021 10:00:00	LROM0044-A-b
4932-07	20-10-2021 08:00:00	20-10-2021 10:00:00	MECA0001-A-b
4949-07	20-10-2021 13:45:00	20-10-2021 17:45:00	MECA0035-A-a
4956-07	20-10-2021 08:30:00	20-10-2021 12:30:00	MECA0501-A-a
4958-07	20-10-2021 09:00:00	20-10-2021 12:30:00	MECA0516-A-a
4990-07	20-10-2021 15:00:00	20-10-2021 17:00:00	LANG0086-A-c
5009-07	20-10-2021 13:45:00	20-10-2021 17:45:00	APRI0010-A-a
5016-07	20-10-2021 17:30:00	20-10-2021 19:00:00	LOCO0005-A-a
5019-07	20-10-2021 08:30:00	20-10-2021 12:30:00	APRI0009-A-a
5031-07	20-10-2021 08:30:00	20-10-2021 12:30:00	GCIV2174-A-a
5045-07	20-10-2021 08:30:00	20-10-2021 12:30:00	UEEN0006-A-a
5061-07	20-10-2021 16:00:00	20-10-2021 17:30:00	LOCO0002-C-a
51-07	20-10-2021 16:00:00	20-10-2021 18:00:00	DENT1025-A-a
5163-07	20-10-2021 16:00:00	20-10-2021 18:00:00	SYST0002-A-b
5164-07	20-10-2021 16:00:00	20-10-2021 18:00:00	SYST0002-A-b
5257-07	20-10-2021 13:45:00	20-10-2021 15:45:00	SYST0002-A-b
526-07	20-10-2021 13:30:00	20-10-2021 15:30:00	MATH0248-A-a
53-07	20-10-2021 14:00:00	20-10-2021 16:00:00	PHYL0221-B-a
5315-07	20-10-2021 08:30:00	20-10-2021 12:30:00	CHIM0697-A-a
532-07	20-10-2021 13:30:00	20-10-2021 15:00:00	MATH0510-A-a
533-07	20-10-2021 15:45:00	20-10-2021 17:45:00	MATH0256-A-b
5384-07	20-10-2021 13:45:00	20-10-2021 15:45:00	ELEN0445-A-a
5418-07	20-10-2021 13:30:00	20-10-2021 16:30:00	AESS2224-A-a
5436-07	20-10-2021 08:00:00	20-10-2021 10:00:00	HIST0031-A-a
5438-07	20-10-2021 10:15:00	20-10-2021 12:15:00	PATH3008-A-a
5444-07	20-10-2021 13:45:00	20-10-2021 17:45:00	MECA0010-A-a
5465-07	20-10-2021 13:45:00	20-10-2021 17:45:00	MECA0524-A-a
5467-07	20-10-2021 13:45:00	20-10-2021 17:45:00	MECA0529-A-a
5486-07	20-10-2021 13:45:00	20-10-2021 17:45:00	AERO0025-A-a
5522-07	20-10-2021 16:00:00	20-10-2021 17:30:00	LOCO0005-A-a
5523-07	20-10-2021 16:00:00	20-10-2021 17:30:00	LOCO0005-A-a
5534-07	20-10-2021 13:45:00	20-10-2021 17:45:00	GCIV2171-A-a
5536-07	20-10-2021 09:00:00	20-10-2021 11:00:00	PSYC1090-A-d
5537-07	20-10-2021 08:15:00	20-10-2021 10:15:00	PSYC1068-A-a
5595-07	20-10-2021 16:00:00	20-10-2021 18:00:00	SYST0002-A-b
5609-07	20-10-2021 08:30:00	20-10-2021 12:30:00	GEOL0083-A-c
5611-07	20-10-2021 13:45:00	20-10-2021 17:45:00	GEOL0237-A-b
5627-07	20-10-2021 08:30:00	20-10-2021 12:30:00	ARCH3272-B-a
563-07	20-10-2021 09:00:00	20-10-2021 11:00:00	LROM1013-B-a
565-07	20-10-2021 10:00:00	20-10-2021 12:00:00	LGER0225-A-a
566-07	20-10-2021 11:00:00	20-10-2021 12:00:00	LROM1013-A-a
567-07	20-10-2021 12:00:00	20-10-2021 15:00:00	LROM0010-A-b
568-07	20-10-2021 13:00:00	20-10-2021 17:00:00	AESS0331-A-a
569-07	20-10-2021 13:00:00	20-10-2021 15:00:00	PHIL0175-B-a
5704-07	20-10-2021 08:00:00	20-10-2021 13:00:00	SANT4027-A-a
571-07	20-10-2021 14:00:00	20-10-2021 17:00:00	AESS0321-A-a
5716-07	20-10-2021 09:00:00	20-10-2021 12:30:00	ELEN0062-A-a
572-07	20-10-2021 15:00:00	20-10-2021 17:00:00	AESS0323-A-a
5759-07	20-10-2021 08:30:00	20-10-2021 12:30:00	CHIM9283-A-a
5760-07	20-10-2021 13:30:00	20-10-2021 17:30:00	CHIM9283-A-a
5763-07	20-10-2021 10:45:00	20-10-2021 12:45:00	INFO9005-A-a
5770-07	20-10-2021 10:00:00	20-10-2021 12:00:00	TRAD0206-B-a
5777-07	20-10-2021 10:00:00	20-10-2021 12:00:00	PEDA0058-A-a
5778-07	20-10-2021 08:00:00	20-10-2021 10:00:00	PEDA0060-A-b
58-07	20-10-2021 13:00:00	20-10-2021 15:00:00	MATH0069-A-a
5841-07	20-10-2021 09:00:00	20-10-2021 12:00:00	LANG1956-A-a
5877-07	20-10-2021 13:00:00	20-10-2021 16:00:00	PEDA4032-A-a
5907-07	20-10-2021 08:30:00	20-10-2021 12:30:00	GCIV0604-A-c
5942-07	20-10-2021 09:00:00	20-10-2021 12:00:00	AERO0015-A-a
596-07	20-10-2021 09:00:00	20-10-2021 11:00:00	DENT2021-C-a
5965-07	20-10-2021 10:30:00	20-10-2021 12:30:00	PSYC1052-A-a
5999-07	20-10-2021 13:45:00	20-10-2021 17:45:00	UEEN0004-A-a
601-07	20-10-2021 08:30:00	20-10-2021 10:30:00	MATH2023-A-a
6051-07	20-10-2021 08:30:00	20-10-2021 12:30:00	ARCH0068-C-a
6077-07	20-10-2021 13:45:00	20-10-2021 17:45:00	ARCH3275-A-a
6212-07	20-10-2021 09:00:00	20-10-2021 12:00:00	GEOG0059-A-a
6239-07	20-10-2021 13:45:00	20-10-2021 17:45:00	ELEN0004-A-a
6276-07	20-10-2021 13:30:00	20-10-2021 16:30:00	TRAD0205-A-a
6301-07	20-10-2021 08:30:00	20-10-2021 10:30:00	CHIM9288-A-a
6349-07	20-10-2021 09:00:00	20-10-2021 12:00:00	LANG1956-A-a
641-07	20-10-2021 08:00:00	20-10-2021 11:00:00	CINE0039-A-a
642-07	20-10-2021 09:00:00	20-10-2021 15:00:00	CINE0041-A-a
643-07	20-10-2021 08:30:00	20-10-2021 10:30:00	HAAR0046-A-a
644-07	20-10-2021 10:00:00	20-10-2021 12:00:00	LROM0103-A-a
645-07	20-10-2021 10:00:00	20-10-2021 11:00:00	HAAR0064-A-a
646-07	20-10-2021 11:00:00	20-10-2021 13:00:00	MEDC0014-A-a
647-07	20-10-2021 11:00:00	20-10-2021 13:00:00	HIST0046-A-a
6478-07	20-10-2021 17:30:00	20-10-2021 19:00:00	LOCO0005-A-a
648-07	20-10-2021 11:00:00	20-10-2021 13:00:00	HAAR0062-A-a
649-07	20-10-2021 12:00:00	20-10-2021 14:00:00	LROM0114-A-a
6567-07	20-10-2021 13:45:00	20-10-2021 17:45:00	GEOL0281-A-d
6575-07	20-10-2021 08:30:00	20-10-2021 12:30:00	GEOL1044-A-a
6584-07	20-10-2021 13:45:00	20-10-2021 17:45:00	INFO2047-A-a
6585-07	20-10-2021 13:45:00	20-10-2021 17:45:00	ARCH3281-A-a
6619-07	20-10-2021 13:45:00	20-10-2021 17:45:00	CHIM9299-A-a
6791-07	20-10-2021 13:30:00	20-10-2021 15:30:00	TRAD0125-A-b
6805-07	20-10-2021 13:30:00	20-10-2021 16:30:00	SBIM2010-A-a
6814-07	20-10-2021 11:30:00	20-10-2021 13:30:00	TRAD0153-A-b
6829-07	20-10-2021 11:00:00	20-10-2021 13:00:00	PSYC1034-A-c
6863-07	20-10-2021 08:00:00	20-10-2021 15:00:00	LOGO0019-A-a
6899-07	20-10-2021 18:00:00	20-10-2021 21:00:00	GMXGES009902
6961-07	20-10-2021 13:30:00	20-10-2021 15:30:00	TRAD0125-B-a
6973-07	20-10-2021 10:30:00	20-10-2021 12:30:00	VETE2060-A-a
6997-07	20-10-2021 10:30:00	20-10-2021 12:30:00	PSYC0043-A-a
7002-07	20-10-2021 13:45:00	20-10-2021 15:45:00	CHIM0278-A-a
7095-07	20-10-2021 08:30:00	20-10-2021 12:30:00	INFO0010-A-d
712-07	20-10-2021 08:45:00	20-10-2021 10:15:00	CHIM0737-A-a
7148-07	20-10-2021 08:00:00	20-10-2021 10:00:00	MEDE0002-A-a
7220-07	20-10-2021 08:30:00	20-10-2021 10:30:00	BIOL0808-C-a
7275-07	20-10-2021 10:00:00	20-10-2021 12:00:00	PHIL0208-A-a
7281-07	20-10-2021 08:00:00	20-10-2021 10:00:00	CHIM0254-A-a
7348-07	20-10-2021 09:00:00	20-10-2021 12:00:00	PHYS0048-C-a
7383-07	20-10-2021 10:30:00	20-10-2021 12:30:00	MATH2007-A-a
7407-07	20-10-2021 13:30:00	20-10-2021 15:30:00	BIOL0006-A-b
7539-07	20-10-2021 13:30:00	20-10-2021 15:30:00	BIOL0006-A-b
7599-07	20-10-2021 13:30:00	20-10-2021 15:30:00	BIOL0006-A-b
7618-07	20-10-2021 10:00:00	20-10-2021 18:00:00	CHIM0254-A-a
7620-07	20-10-2021 18:00:00	20-10-2021 20:00:00	AESS0004-A-a
7638-07	20-10-2021 16:00:00	20-10-2021 18:00:00	MEDE0122-A-a
7686-07	20-10-2021 13:30:00	20-10-2021 15:30:00	PHYS0941-A-b
796-07	20-10-2021 13:00:00	20-10-2021 16:00:00	ECON2289-A-a
8030-07	20-10-2021 09:00:00	20-10-2021 13:00:00	GIRI9009-A-a
8160-07	20-10-2021 10:30:00	20-10-2021 12:30:00	VETE2109-A-a
821-07	20-10-2021 08:00:00	20-10-2021 10:00:00	SPOL0964-A-b
8238-07	20-10-2021 10:00:00	20-10-2021 12:00:00	LANG1924-A-a
8311-07	20-10-2021 13:30:00	20-10-2021 15:30:00	VETE2104-A-a
8313-07	20-10-2021 13:30:00	20-10-2021 15:00:00	AESS0220-A-a
836-07	20-10-2021 08:30:00	20-10-2021 11:30:00	ECON0927-A-a
854-07	20-10-2021 10:15:00	20-10-2021 11:15:00	ECON2284-A-a
856-07	20-10-2021 13:15:00	20-10-2021 16:15:00	LANG1965-A-a
857-07	20-10-2021 13:15:00	20-10-2021 16:15:00	LANG1965-A-a
8791-07	20-10-2021 14:00:00	20-10-2021 18:00:00	STAT0077-A-a
8825-07	20-10-2021 16:15:00	20-10-2021 18:15:00	OCEA0063-B-a
8831-07	20-10-2021 13:00:00	20-10-2021 16:00:00	SPAT0024-A-b
8848-07	20-10-2021 14:00:00	20-10-2021 17:00:00	GENE0446-A-b
8850-07	20-10-2021 11:00:00	20-10-2021 13:00:00	BIOL0866-A-a
885-07	20-10-2021 13:00:00	20-10-2021 15:00:00	LROM0106-A-a
886-07	20-10-2021 13:00:00	20-10-2021 15:00:00	MUSI0023-A-b
887-07	20-10-2021 14:00:00	20-10-2021 17:00:00	AESS0335-A-a
888-07	20-10-2021 14:00:00	20-10-2021 17:00:00	LROM0155-A-a
889-07	20-10-2021 16:00:00	20-10-2021 18:00:00	MUSI0021-A-c
8959-07	20-10-2021 10:30:00	20-10-2021 12:30:00	GENE9002-A-a
8973-07	20-10-2021 08:15:00	20-10-2021 10:15:00	BIOL0216-A-b
8992-07	20-10-2021 10:00:00	20-10-2021 12:00:00	OCEA0080-B-a
9045-07	20-10-2021 10:30:00	20-10-2021 12:30:00	INFO0946-A-a
905-07	20-10-2021 08:15:00	20-10-2021 12:15:00	ARCH1106-A-a
9052-07	20-10-2021 13:00:00	20-10-2021 17:00:00	AESS0229-A-a
9172-07	20-10-2021 18:00:00	20-10-2021 20:00:00	ISLV0307-A-a
9198-07	20-10-2021 15:30:00	20-10-2021 17:30:00	VETE2058-A-a
9203-07	20-10-2021 13:30:00	20-10-2021 15:30:00	MEDE0122-A-a
9270-07	20-10-2021 16:30:00	20-10-2021 18:00:00	AESS0220-A-a
9273-07	20-10-2021 08:30:00	20-10-2021 10:30:00	VETE0067-A-b
9409-07	20-10-2021 17:00:00	20-10-2021 19:00:00	VETE0432-A-d
9460-07	20-10-2021 14:00:00	20-10-2021 16:00:00	OCEA0088-A-a
9466-07	20-10-2021 09:00:00	20-10-2021 11:00:00	OCEA0228-B-a
9516-07	20-10-2021 08:30:00	20-10-2021 10:30:00	INFO0946-A-a
9576-07	20-10-2021 09:00:00	20-10-2021 11:00:00	LGER0079-A-a
966-07	20-10-2021 08:30:00	20-10-2021 10:30:00	DROI0211-A-a
9677-07	20-10-2021 18:00:00	20-10-2021 20:00:00	ISLV0307-A-a
969-07	20-10-2021 14:45:00	20-10-2021 16:15:00	ECON2280-A-a
9697-07	20-10-2021 13:00:00	20-10-2021 15:00:00	CHIM0737-G-a
971-07	20-10-2021 16:15:00	20-10-2021 17:45:00	ECON2280-A-a
9719-07	20-10-2021 10:30:00	20-10-2021 12:30:00	MEDE0002-A-a
9766-07	20-10-2021 13:00:00	20-10-2021 17:00:00	HAAR0113-A-a
9776-07	20-10-2021 08:00:00	20-10-2021 11:30:00	AESS0220-A-a
978-07	20-10-2021 08:30:00	20-10-2021 11:30:00	ECON2303-A-a
9966-07	20-10-2021 08:30:00	20-10-2021 12:30:00	GCIV0626-A-a
